# ROAD NETWORK GRAPH - TIRANA, ALBANIA
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 9,433; E = 18,365;
source,target,weight
4545057892,11119832249,11.37
11119832249,6367897029,144.65
6367897029,4545057822,2.72
4545057822,11119832242,2.79
4545057864,4545057825,10.67
4545057825,4545060368,3.50
4545060368,5297635244,51.03
494155690,4551484182,7.06
4551484182,494155690,7.06
4551484182,13013431804,1.87
13013431804,4551484182,1.87
13013431804,11342054588,52.57
11342054588,13013431804,52.57
11342054588,11342054590,13.80
11342054590,11342054588,13.80
11342054590,6959218897,58.10
6959218897,11342054590,58.10
6959218897,1867590713,6.08
1867590713,6959218897,6.08
1867590713,4587669753,30.00
4587669753,1867590713,30.00
4587669753,896790428,5.95
896790428,4587669753,5.95
896790428,11341948729,35.23
11341948729,896790428,35.23
11341948729,1867590715,68.94
1867590715,11341948729,68.94
1867590715,11201038519,27.56
11201038519,1867590715,27.56
11201038519,11341948717,29.78
11341948717,11201038519,29.78
2445909795,10171441584,4.30
10171441584,2445909795,4.30
10171441584,2418944838,4.66
2418944838,10171441584,4.66
2418944838,4642356914,6.07
4642356914,2418944838,6.07
4642356914,4642356913,4.65
4642356913,4642356914,4.65
4642356913,580986918,6.08
580986918,4642356913,6.08
580986918,2608865159,6.53
2608865159,580986918,6.53
2608865159,2608865158,6.28
2608865158,2608865159,6.28
2608865158,580986919,6.36
580986919,2608865158,6.36
580986919,2608865156,5.94
2608865156,580986919,5.94
2608865156,10171441581,3.19
10171441581,2608865156,3.19
10171441581,2608865155,3.11
2608865155,10171441581,3.11
2608865155,2418944826,3.50
2418944826,2608865155,3.50
2418944826,10171441583,6.56
10171441583,2418944826,6.56
10171441583,10171441582,6.82
10171441582,10171441583,6.82
10171441582,2418944809,12.84
2418944809,10171441582,12.84
6373612268,1564319730,16.54
1564319730,6373612268,16.54
1564319730,3615162202,24.10
3615162202,1564319730,24.10
1851380863,1851380861,57.80
1851380861,1851380863,57.80
1564329854,6373576356,26.97
6373576356,1564329854,26.97
6373576356,4659180772,34.82
4659180772,6373576356,34.82
4659180772,6373576357,15.42
6373576357,4659180772,15.42
6373576357,6373576358,14.27
6373576358,6373576357,14.27
6373576358,6373576359,8.62
6373576359,6373576358,8.62
1564364620,6879830557,6.23
6879830557,1564364620,6.23
6879830557,1564364623,21.38
1564364623,6879830557,21.38
1564364623,1564364624,18.76
1564364624,1564364623,18.76
1564364624,1564364622,14.50
1564364622,1564364624,14.50
4658918030,6821223409,5.12
6821223409,6952833300,8.20
6952833300,1564400942,11.54
1564400942,11742873879,27.20
11742873879,11742873882,11.45
11742873882,1564400943,23.73
1564400943,6326523819,18.43
6326523819,1564400941,16.21
6326523817,6952833301,9.06
6952833301,6326523817,9.06
6952833301,1564401206,9.16
1564401206,6952833301,9.16
1564401206,4659180769,7.74
4659180769,1564401206,7.74
4659180769,6952833302,7.22
6952833302,4659180769,7.22
6952833302,6326523818,8.69
6326523818,6952833302,8.69
6326523818,1564401205,15.26
1564401205,6326523818,15.26
2450374643,4659335675,11.34
4659335675,4659335674,9.51
4659335674,4659335673,8.00
4659335673,11196822098,7.19
11196822098,1791551960,4.07
1791551960,4659335664,7.63
4659335664,4659336136,2.07
4659336136,12997341998,62.55
12997341998,2987973059,1.46
2987973059,2987973056,8.69
2987973056,258185897,3.71
559762604,2987972721,7.12
2987972721,559762604,7.12
5295845231,11928626347,27.21
11928626347,1840275619,89.55
1840275619,6872030817,9.18
6872030817,1851759275,34.62
1851759275,4546765754,10.28
4546765754,4546765759,61.78
