# ROAD NETWORK GRAPH - TOKYO
# Data Source: OpenStreetMap 
# Graph Type: Directed weighted graph
# Weight Unit: Meters (great-circle distance)
# Coordinate System: WGS84
# Contains: Road network edges with distances
# V = 4,968; E = 10,620;
source,target,weight
475369108,9736998512,11.77
9736998512,475369108,11.77
9736998512,2621323838,4.90
2621323838,9736998512,4.90
2621323838,9737245419,12.91
9737245419,2621323838,12.91
9737245419,475368558,9.92
475368558,9737245419,9.92
475368558,9737245417,3.47
9737245417,475368558,3.47
9737245417,9737245439,2.95
9737245439,9737245417,2.95
9737245439,475368560,11.34
475368560,9737245439,11.34
475368560,475368562,29.02
475368562,475368560,29.02
475368531,475368574,62.61
475368574,7276388935,28.92
7276388935,475368573,11.68
475368573,475368996,18.41
475368996,7276388932,20.90
7276388932,1665929866,15.37
1665929866,475368570,17.80
475368570,475368568,45.43
475368568,475369000,10.91
475369000,475369007,17.01
475369007,475368565,124.17
475368565,475368563,19.39
475368563,475369009,12.84
475369009,1665929936,49.02
1665929936,1665929942,19.73
1665929942,1665929949,24.01
1665929949,2397996081,7.45
2397996081,475368519,5.68
475368578,1665929727,34.08
1665929727,475368578,34.08
1665929727,475110156,10.97
475110156,1665929727,10.97
475368584,9775094725,41.56
9775094725,475368584,41.56
9775094725,475368506,6.49
475368506,9775094725,6.49
475368586,475368587,31.34
475368587,475368586,31.34
475368587,475368589,13.29
475368589,475368587,13.29
475368589,1665929928,16.35
1665929928,475368589,16.35
1665929928,475368590,11.90
475368590,1665929928,11.90
475368590,4716622887,20.06
4716622887,475368590,20.06
4716622887,733235048,7.28
733235048,4716622887,7.28
475368592,475368593,57.19
475368593,475368592,57.19
475368593,475368594,39.90
475368594,475368593,39.90
475368594,6170421222,34.12
6170421222,475368594,34.12
6170421222,4963579553,10.08
4963579553,6170421222,10.08
475368600,9775081778,8.26
9775081778,475368600,8.26
9775081778,2296552633,46.09
2296552633,9775081778,46.09
2296552633,2296552628,59.86
2296552628,2296552633,59.86
2296552628,475368601,4.48
475368601,2296552628,4.48
475368601,475369229,24.25
475369229,475368601,24.25
475369229,475368602,23.20
475368602,475369229,23.20
475368602,4506648463,97.54
4506648463,475368602,97.54
